peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis
-0.5765041582215263,-0.9207986355972722,-0.7710606868041442,0.4592313558357979,-0.44939402802876727,-0.2125944093353061,-0.3966317308008425
