step_number,peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis,mean_temperature,max_temperature,temperature_variance
1,63,63,0.0,0.0,,,,32.0,32,
2,164,3591,19.5,-3.5416666666666665,556.4166666666666,-0.8797304046710549,-0.40492814023311263,33.0,33,0.0
3,67,67,0.0,0.0,,,,33.0,33,
4,79,722,2.5,-2.4444444444444446,48.65454545454545,0.7430681424043256,-0.3205079866208207,33.0,33,0.0
5,68,503,0.5,-1.8333333333333333,16.982142857142858,-0.5182426620445401,-0.876147638049936,33.0,33,0.0
6,58,58,0.0,0.0,,,,33.0,33,
7,58,58,0.0,0.0,,,,33.0,33,
8,59,59,0.0,0.0,,,,33.0,33,
9,96,710,2.857142857142857,-15.5,83.61111111111111,0.40486404075604787,0.5124125088496356,33.0,33,0.0
10,86,292,9.0,-22.0,182.0,-0.07493949135474869,-5.093406593406593,33.0,33,0.0
11,239,3407,9.25,-33.6,2141.690476190476,-0.08357042606966582,-0.5792598066741341,33.61904761904762,34,0.24761904761904763
12,106,1475,12.666666666666666,-2.8666666666666667,162.6437908496732,0.11440281774309025,-0.7976589309708841,34.0,34,0.0
13,264,1845,28.5,-51.666666666666664,4247.0,-0.9890718617285655,-0.4935378817123013,34.0,34,0.0
14,169,379,11.0,-106.0,3129.333333333333,-1.435576268510214,,34.0,34,0.0
15,116,266,18.333333333333332,0.0,756.3333333333333,-0.054534436834505054,,34.0,34,0.0
16,84,160,0.0,-8.0,32.0,,,33.0,33,0.0
17,153,218,44.0,0.0,3872.0,,,33.5,34,0.5
18,174,234,0.0,-114.0,6498.0,,,34.0,34,0.0
19,138,275,0.5,0.0,0.5,,,34.0,34,0.0
20,139,139,0.0,0.0,,,,34.0,34,
21,146,213,0.0,-79.0,3120.5,,,34.0,34,0.0
22,95,160,15.0,0.0,450.0,,,34.0,34,0.0
23,112,199,12.5,0.0,312.5,,,34.0,34,0.0
24,170,170,0.0,0.0,,,,34.0,34,
25,147,239,0.0,-55.0,1512.5,,,34.0,34,0.0
26,146,217,0.0,-75.0,2812.5,,,34.0,34,0.0
27,132,259,2.5,0.0,12.5,,,34.0,34,0.0
28,142,221,31.5,0.0,1984.5,,,34.0,34,0.0
29,137,319,31.0,-30.0,961.3333333333333,-0.09671268135084575,,34.0,34,0.0
30,113,1473,6.0,-1.125,202.6,-1.0385066942394188,-0.0825059030237707,34.0,34,0.0
31,187,1264,30.5,-16.833333333333332,1711.3777777777777,0.13683458255864514,-1.1859627041661693,34.0,34,0.0
32,77,77,0.0,0.0,,,,34.0,34,
33,63,63,0.0,0.0,,,,34.0,34,
34,104,242,18.0,-34.0,409.33333333333337,1.7130289258713707,,34.0,34,0.0
35,65,314,0.0,-1.0,3.1999999999999997,0.05240784322265927,-2.3242187499999973,34.0,34,0.0
36,65,369,0.0,-1.8,14.7,-0.574869156565189,-1.7006802721088432,34.0,34,0.0
37,56,56,0.0,0.0,,,,34.0,34,
38,64,590,2.0,-1.1428571428571428,7.111111111111111,0.966796875,0.18394252232142883,34.0,34,0.0
39,61,118,0.0,-4.0,8.0,,,34.0,34,0.0
40,117,1016,14.0,-5.545454545454546,303.8076923076923,0.9232772576943877,0.676403064503321,34.0,34,0.0
41,59,59,0.0,0.0,,,,34.0,34,
42,63,240,3.0,-3.0,12.0,0.0,-6.0,34.0,34,0.0
43,75,1330,2.7142857142857144,-1.3571428571428572,25.333333333333336,0.6074457655685367,0.16324719346843475,34.0,34,0.0
44,67,1500,0.7857142857142857,-0.36363636363636365,13.833333333333334,0.40139828316472365,-1.3485702417269438,34.0,34,0.0
45,75,1431,1.6,-1.1176470588235294,35.66450216450216,0.006115837797059761,-1.1424031657743776,34.0,34,0.0
46,62,237,2.5,-2.5,6.916666666666667,0.12369075733128362,-5.290172739149369,34.0,34,0.0
47,63,120,3.0,0.0,18.0,,,34.0,34,0.0
48,56,56,0.0,0.0,,,,34.0,34,
49,114,1440,8.666666666666666,-5.090909090909091,191.72058823529412,0.04376214057331381,0.4305733955784663,34.0,34,0.0
50,96,1843,3.5,-2.0625,104.34601449275362,0.46221607200844167,-1.120091193286231,34.0,34,0.0
51,142,4648,32.5,-1.4482758620689655,292.7954802259887,1.7921675793167258,3.8420303293555276,34.0,34,0.0
52,93,164,11.0,0.0,242.0,,,34.0,34,0.0
53,167,409,27.333333333333332,0.0,2001.3333333333335,-1.6351961051619757,,34.0,34,0.0
54,97,175,9.5,0.0,180.5,,,34.0,34,0.0
55,187,261,56.5,0.0,6384.5,,,34.0,34,0.0
56,169,250,0.0,-88.0,3872.0,,,34.0,34,0.0
57,206,271,0.0,-141.0,9940.5,,,34.0,34,0.0
58,133,201,0.0,-65.0,2112.5,,,34.0,34,0.0
59,79,79,0.0,0.0,,,,34.0,34,
60,60,60,0.0,0.0,,,,34.0,34,
61,216,285,73.5,0.0,10804.5,,,34.0,34,0.0
62,117,117,0.0,0.0,,,,34.0,34,
63,122,197,0.0,-47.0,1104.5,,,34.0,34,0.0
64,74,144,2.0,0.0,8.0,,,34.0,34,0.0
65,194,859,26.666666666666668,-45.333333333333336,2549.366666666667,-1.033932494292523,0.45578420097127026,32.0,32,0.0
