peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis
-0.7436121267068453,-0.7993992172774702,0.069724600981015,0.5016481332402432,-0.5111338886744582,-0.21470594535450066,-0.444457703608723
