step_number,peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis
138,21,42,0.0,0.0,0.0,,
139,21,462,0.0,0.0,0.0,0.0,0.0
140,21,21,0.0,,,,
141,21,126,0.0,0.0,0.0,0.0,0.0
142,21,63,0.0,0.0,0.0,0.0,
143,21,42,0.0,0.0,0.0,,
144,21,42,0.0,0.0,0.0,,
145,21,42,0.0,0.0,0.0,,
146,21,21,0.0,,,,
147,28,55,0.0,-1.0,0.5,,
148,22,192,0.3333333333333333,-0.16666666666666666,0.25,0.8571428571428663,-1.7142857142857006
149,21,21,0.0,,,,
