peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis
-0.6800422284446795,-0.36831120747701024,-1.1524396722577166,0.46829049608749584,-0.4568263027609499,-0.42726862996222814,-0.47358757651761946
