step_number,peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis
1,7,7,0.0,0.0,,,
2,22,22,0.0,0.0,,,
3,26,34,9.0,0.0,162.0,,
4,8,8,0.0,0.0,,,
5,30,30,0.0,0.0,,,
6,42,42,0.0,0.0,,,
7,54,54,0.0,0.0,,,
8,32,32,0.0,0.0,,,
9,79,103,0.0,-55.0,1512.5,,
10,52,52,0.0,0.0,,,
11,25,25,0.0,0.0,,,
12,97,119,0.0,-75.0,2812.5,,
13,6,6,0.0,0.0,,,
14,12,28,0.0,-2.5,6.333333333333334,0.5855827262813856,
15,49,140,8.2,-20.5,189.33333333333334,1.873869582385906,4.347701348938703
16,102,121,0.0,-83.0,3444.5,,
17,74,141,0.0,-7.0,24.5,,
18,110,187,16.5,0.0,544.5,,
19,50,86,7.0,0.0,98.0,,
20,49,49,0.0,0.0,,,
21,70,70,0.0,0.0,,,
22,106,131,40.5,0.0,3280.5,,
23,14,14,0.0,0.0,,,
24,91,100,0.0,-82.0,3362.0,,
25,104,112,48.0,0.0,4608.0,,
26,83,104,31.0,0.0,1922.0,,
27,45,56,0.0,-34.0,578.0,,
28,60,60,0.0,0.0,,,
29,154,208,50.0,0.0,5000.0,,
30,69,96,0.0,-42.0,882.0,,
31,22,51,0.0,-4.5,21.0,0.9352195295828245,
32,81,112,34.0,-63.0,1436.3333333333333,1.6981968849320837,
33,130,209,38.0,-105.0,2940.3333333333335,1.1916127179619573,
34,70,82,29.0,0.0,1682.0,,
35,60,77,21.5,0.0,924.5,,
36,24,24,0.0,0.0,,,
37,43,73,0.0,-13.0,84.5,,
38,28,39,8.5,0.0,144.5,,
39,27,27,0.0,0.0,,,
40,28,28,0.0,0.0,,,
41,65,65,0.0,0.0,,,
42,9,9,0.0,0.0,,,
43,17,17,0.0,0.0,,,
44,31,50,0.0,-12.0,72.0,,
45,32,32,0.0,0.0,,,
46,61,75,23.5,0.0,1104.5,,
47,11,22,0.0,0.0,0.0,,
48,97,137,0.0,-57.0,1624.5,,
49,30,30,0.0,0.0,,,
50,77,90,32.0,0.0,2048.0,,
51,42,71,14.0,-27.0,252.33333333333334,1.7243318409322643,
52,10,43,0.4,0.0,0.8,1.2577882373436333,0.3125000000000071
53,39,51,0.0,-16.5,363.0,1.7320508075688774,
54,27,366,0.9523809523809523,-13.0,27.0995670995671,-0.04385685628319247,-0.3279918765925425
55,12,18,0.0,-6.0,18.0,,
56,7,14,0.0,0.0,0.0,,
57,18,401,0.9090909090909091,-0.5555555555555556,6.719211822660098,-0.5628015573193967,0.11141973205638056
58,76,761,2.225806451612903,-5.666666666666667,121.73975636766335,3.702402252693363,18.581237490644803
59,55,109,0.0,-1.0,0.5,,
60,19,29,4.5,0.0,40.5,,
61,71,96,0.0,-46.0,1058.0,,
62,46,52,20.0,0.0,800.0,,
63,16,16,0.0,0.0,,,
64,46,53,19.5,0.0,760.5,,
65,103,152,0.0,-54.0,1458.0,,
66,106,194,0.0,-18.0,162.0,,
67,54,69,19.5,0.0,760.5,,
68,14,14,0.0,0.0,,,
69,27,40,0.0,-14.0,98.0,,
70,94,94,0.0,0.0,,,
71,22,29,0.0,-15.0,112.5,,
72,16,16,0.0,0.0,,,
73,15,15,0.0,0.0,,,
74,8,8,0.0,0.0,,,
75,37,217,7.5,-2.5833333333333335,68.73076923076923,1.333855437033586,2.394391913083301
76,8,8,0.0,0.0,,,
77,7,7,0.0,0.0,,,
78,64,71,28.5,0.0,1624.5,,
79,38,56,10.0,0.0,200.0,,
80,116,148,42.0,0.0,3528.0,,
81,19,19,0.0,0.0,,,
82,43,43,0.0,0.0,,,
83,8,8,0.0,0.0,,,
84,42,42,0.0,0.0,,,
85,56,56,0.0,0.0,,,
86,14,14,0.0,0.0,,,
87,44,71,15.0,-31.0,310.3333333333333,1.7257739988201164,
88,42,69,0.0,-15.0,112.5,,
89,22,22,0.0,0.0,,,
90,65,120,5.0,0.0,50.0,,
91,97,97,0.0,0.0,,,
92,78,90,33.0,0.0,2178.0,,
93,73,92,0.0,-54.0,1458.0,,
94,31,31,0.0,0.0,,,
95,61,97,0.0,-25.0,312.5,,
96,31,31,0.0,0.0,,,
97,33,51,0.0,-15.0,112.5,,
98,8,8,0.0,0.0,,,
99,19,30,0.0,-8.0,32.0,,
100,100,108,0.0,-92.0,4232.0,,
101,37,37,0.0,0.0,,,
102,46,64,0.0,-28.0,392.0,,
103,40,40,0.0,0.0,,,
104,49,49,0.0,0.0,,,
105,20,20,0.0,0.0,,,
106,41,41,0.0,0.0,,,
107,44,92,4.0,-32.0,277.33333333333337,-1.293342780733397,
108,96,192,0.0,0.0,0.0,,
109,87,122,26.0,0.0,1352.0,,
110,44,44,0.0,0.0,,,
111,48,48,0.0,0.0,,,
112,69,69,0.0,0.0,,,
113,17,17,0.0,0.0,,,
114,16,16,0.0,0.0,,,
115,8,8,0.0,0.0,,,
116,29,48,5.0,0.0,50.0,,
117,22,22,0.0,0.0,,,
