step_number,peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis,mean_temperature,max_temperature,temperature_variance
1,52,251,9.333333333333334,-5.333333333333333,103.36666666666667,-1.2950207321412681,1.2382010317796004,23.833333333333332,24,0.1666666666666666
2,37,70,2.0,0.0,8.0,,,20.0,20,0.0
3,95,107,41.5,0.0,3444.5,,,20.0,20,0.0
4,30,30,0.0,0.0,,,,20.0,20,
5,28,28,0.0,0.0,,,,20.0,20,
6,33,41,12.5,0.0,312.5,,,20.0,20,0.0
7,41,66,8.0,0.0,128.0,,,20.0,20,0.0
8,47,60,0.0,-34.0,578.0,,,20.0,20,0.0
9,62,62,0.0,0.0,,,,20.0,20,
10,69,69,0.0,0.0,,,,20.0,20,
11,70,93,0.0,-47.0,1104.5,,,20.0,20,0.0
12,65,65,0.0,0.0,,,,20.0,20,
13,55,71,19.5,0.0,760.5,,,20.5,21,0.5
14,21,21,0.0,0.0,,,,20.0,20,
15,85,85,0.0,0.0,,,,21.0,21,
16,61,84,0.0,-38.0,722.0,,,21.5,22,0.5
17,30,55,0.0,-5.0,12.5,,,21.5,22,0.5
18,41,76,3.0,0.0,18.0,,,21.5,22,0.5
19,35,49,0.0,-21.0,220.5,,,22.0,22,0.0
20,27,35,0.0,-19.0,180.5,,,22.0,22,0.0
21,34,34,0.0,0.0,,,,21.0,21,
22,14,14,0.0,0.0,,,,22.0,22,
23,8,8,0.0,0.0,,,,21.0,21,
24,29,29,0.0,0.0,,,,22.0,22,
25,38,38,0.0,0.0,,,,22.0,22,
26,49,49,0.0,0.0,,,,23.0,23,
27,14,14,0.0,0.0,,,,22.0,22,
28,25,48,0.0,-2.0,2.0,,,22.0,22,0.0
29,24,38,5.0,0.0,50.0,,,22.5,23,0.5
