peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis
-0.6599972664219014,-0.46474926322212534,-0.9879978665612033,0.4688390130752369,-0.45641711991938116,-0.24908333474966604,-0.43300754487374826
