peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis
-0.744175213278636,-0.7976158628144339,-0.42543282677489425,0.500230201292141,-0.5109917363363349,-0.44783010855981764,-0.5389248654796397
