step_number,peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis,mean_temperature,max_temperature,temperature_variance
1,103,168,0.0,-38.0,722.0,,,6.0,6,0.0
2,58,58,0.0,0.0,,,,6.0,6,
3,59,59,0.0,0.0,,,,6.0,6,
4,243,5185,15.272727272727273,-5.055555555555555,1460.8842364532022,-0.9848327676265816,1.2472053884967775,6.0,6,0.0
5,130,3648,10.833333333333334,-1.8857142857142857,315.87439024390244,0.882812188651495,-0.19371300466965424,6.0,6,0.0
6,113,2707,10.0,-1.2307692307692308,78.01970443349754,1.0232564270786042,0.1918675182179994,6.0,6,0.0
7,83,984,0.6153846153846154,-22.0,42.52747252747253,0.22839059754621488,-0.794064495686996,6.0,6,0.0
8,57,113,0.5,0.0,0.5,,,6.0,6,0.0
9,58,58,0.0,0.0,,,,6.0,6,
10,212,2815,9.266666666666667,-31.25,1837.140350877193,-0.3049304758025776,-1.0039920536292883,6.0,6,0.0
11,56,56,0.0,0.0,,,,6.0,6,
12,63,119,0.0,-7.0,24.5,,,6.0,6,0.0
13,57,57,0.0,0.0,,,,6.0,6,
14,87,357,6.75,-20.0,113.3,0.7766212840887486,-0.3733225103588227,6.0,6,0.0
15,82,222,9.0,-6.0,84.0,-0.9352195295828245,,6.0,6,0.0
16,210,447,19.0,-145.0,5653.0,-1.2477598090274513,,6.0,6,0.0
17,168,437,32.5,-2.0,1366.3333333333333,-1.7263480620023455,,6.0,6,0.0
18,261,506,99.5,-78.0,10054.333333333334,-0.6301109597246553,,6.0,6,0.0
19,68,132,2.0,0.0,8.0,,,6.0,6,0.0
20,157,257,28.5,0.0,1624.5,,,6.0,6,0.0
21,158,216,0.0,-100.0,5000.0,,,6.0,6,0.0
22,88,163,6.5,0.0,84.5,,,6.0,6,0.0
23,117,191,21.5,0.0,924.5,,,6.0,6,0.0
24,175,435,37.0,-16.0,1516.0,-1.408852992260016,,6.0,6,0.0
25,88,206,13.5,-31.0,284.3333333333333,1.6230464865816092,,6.0,6,0.0
26,78,136,10.0,0.0,200.0,,,6.0,6,0.0
27,201,303,49.5,0.0,4900.5,,,6.0,6,0.0
28,102,158,23.0,0.0,1058.0,,,6.0,6,0.0
29,150,215,0.0,-85.0,3612.5,,,6.0,6,0.0
30,97,97,0.0,0.0,,,,6.0,6,
31,181,409,24.0,-86.0,1857.3333333333333,0.34597160283442263,,6.0,6,0.0
32,177,1136,11.6,-32.333333333333336,1090.0,-0.8625454045224531,0.2830021041999826,6.0,6,0.0
33,237,432,60.5,-158.0,6829.0,1.3496811462069882,,6.0,6,0.0
34,58,58,0.0,0.0,,,,6.0,6,
35,158,493,45.5,-23.5,1886.9166666666667,-0.8085603941820425,-1.5263593658432129,6.0,6,0.0
36,195,336,27.0,0.0,1458.0,,,6.0,6,0.0
37,123,223,11.5,0.0,264.5,,,6.0,6,0.0
38,166,259,0.0,-73.0,2664.5,,,6.0,6,0.0
39,205,491,15.0,-94.0,2305.3333333333335,-1.0030113418253415,,6.0,6,0.0
40,111,747,7.5,-7.285714285714286,281.0,0.20368982436698554,-0.6750791982298674,6.0,6,0.0
41,83,1046,5.25,-2.272727272727273,56.06666666666668,0.49476974451948585,-0.415086510450307,6.0,6,0.0
42,74,1278,2.75,-0.9333333333333333,12.760233918128657,-0.15893713541262447,-0.29289512926186667,6.0,6,0.0
43,101,247,19.0,-18.0,361.3333333333333,-0.1576277674957999,,6.0,6,0.0
44,153,618,28.0,-31.333333333333332,1423.6,0.13334123562313144,-2.0095232053796153,6.0,6,0.0
45,84,5157,6.0,-0.34285714285714286,27.36782673084043,0.523356426315999,0.06409770614096022,6.0,6,0.0
46,62,62,0.0,0.0,,,,6.0,6,
47,97,3815,4.714285714285714,-0.9,84.10083256244218,-0.05121569782569319,-0.4541163473949297,6.0,6,0.0
48,103,2607,1.0526315789473684,-24.0,84.76518218623481,3.10477284806517,10.12569004756243,6.0,6,0.0
49,125,1825,11.333333333333334,-3.764705882352941,281.14473684210526,-0.054702932828545686,0.5303573067494654,6.0,6,0.0
50,87,2237,3.4444444444444446,-1.5,53.98029556650247,-1.5457559790042332,2.7526863556619605,6.0,6,0.0
51,85,512,8.0,-6.75,98.47619047619048,-0.7607799856752089,-0.7514388919858312,6.0,6,0.0
52,142,5241,23.5,-1.2241379310344827,155.75677966101694,1.8960086989068325,6.750864235756426,6.0,6,0.0
53,100,272,10.5,-7.0,114.33333333333334,-0.9352195295828284,,6.0,6,0.0
54,140,291,33.0,-63.0,1389.0,1.719433692081859,,6.0,6,0.0
55,77,77,0.0,0.0,,,,6.0,6,
56,110,216,0.0,-4.0,8.0,,,6.0,6,0.0
57,150,252,24.0,0.0,1152.0,,,6.0,6,0.0
58,163,304,11.0,0.0,242.0,,,6.0,6,0.0
59,139,226,26.0,0.0,1352.0,,,6.0,6,0.0
60,131,216,23.0,0.0,1058.0,,,6.0,6,0.0
61,118,197,19.5,0.0,760.5,,,6.0,6,0.0
62,171,306,0.0,-36.0,648.0,,,6.0,6,0.0
63,110,186,17.0,0.0,578.0,,,6.0,6,0.0
64,206,362,70.5,-115.0,5630.333333333333,1.5010461050198887,,6.0,6,0.0
65,116,177,0.0,-55.0,1512.5,,,6.0,6,0.0
66,130,382,24.0,-17.0,1037.6666666666667,-0.18667999936598764,-2.565176612918954,6.0,6,0.0
67,109,495,10.6,-42.0,396.7,-0.018338976110050573,-1.3721375026855345,6.0,6,0.0
68,172,857,27.0,-8.5,1650.1666666666667,-1.9750530956362942,4.000888656297494,6.0,6,0.0
69,138,368,10.0,-26.0,185.33333333333334,1.361301396376004,,6.0,6,0.0
70,82,143,0.0,-21.0,220.5,,,6.0,6,0.0
71,217,1066,53.666666666666664,-37.0,4084.571428571429,-0.9317941857847553,-0.9865433134645585,6.0,6,0.0
72,82,239,3.0,-1.0,10.333333333333332,-1.5453925256950345,,6.0,6,0.0
