peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis
-0.5421997785587578,-1.0268760172188602,-0.5291902739995128,0.4302815240987794,-0.44741305111766727,-0.470982869812767,-0.49614518956098724
