peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis
-0.7522461208076365,-0.7577170849973476,-0.6873200348294175,0.49675814331149326,-0.5113914177254993,-0.34763416235363775,-0.5062497723344427
