step_number,peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis
1,102,561,5.8,-4.0,114.7,-1.858003945104239,3.5515491304787368
2,189,407,43.666666666666664,-122.0,3603.5833333333335,1.6574726022813364,2.6917247316946273
3,179,179,0.0,0.0,,,
4,174,267,40.5,0.0,3280.5,,
5,179,266,0.0,-92.0,4232.0,,
6,188,267,54.5,0.0,5940.5,,
7,160,160,0.0,0.0,,,
8,136,249,0.0,-23.0,264.5,,
9,176,252,50.0,0.0,5000.0,,
10,195,255,0.0,-135.0,9112.5,,
11,176,260,46.0,0.0,4232.0,,
12,141,272,5.0,0.0,50.0,,
13,217,294,70.0,0.0,9800.0,,
14,205,264,73.0,0.0,10658.0,,
15,132,258,3.0,0.0,18.0,,
16,189,248,65.0,0.0,8450.0,,
17,176,288,0.0,-64.0,2048.0,,
18,182,182,0.0,0.0,,,
19,169,265,36.5,0.0,2664.5,,
20,187,274,0.0,-100.0,5000.0,,
21,145,145,0.0,0.0,,,
22,73,73,0.0,0.0,,,
23,95,187,0.0,-3.0,4.5,,
24,77,138,0.0,-16.0,128.0,,
25,77,136,9.0,0.0,162.0,,
26,85,233,6.5,-9.0,44.333333333333336,1.0558318939643045,
27,107,1546,19.0,-3.1875,151.7516339869281,-0.5634993049368574,1.1097872558947781
28,64,64,0.0,0.0,,,
29,202,292,56.0,0.0,6272.0,,
30,219,300,69.0,0.0,9522.0,,
31,217,301,0.0,-133.0,8844.5,,
32,205,284,63.0,0.0,7938.0,,
33,225,225,0.0,0.0,,,
34,175,316,17.0,0.0,578.0,,
35,221,277,82.5,0.0,13612.5,,
36,203,318,0.0,-88.0,3872.0,,
37,216,352,71.5,-153.0,7326.333333333332,1.7054920314522601,
38,312,553,93.5,-196.0,12244.333333333334,1.7191693936416492,
39,214,287,0.0,-141.0,9940.5,,
40,109,109,0.0,0.0,,,
41,64,127,0.0,-1.0,0.5,,
42,173,231,0.0,-115.0,6612.5,,
43,130,194,33.0,0.0,2178.0,,
44,91,149,16.5,0.0,544.5,,
45,58,58,0.0,0.0,,,
46,121,190,26.0,0.0,1352.0,,
47,75,477,3.0,-2.3333333333333335,18.14285714285714,0.22442029313997489,-0.18670717341434262
48,71,454,2.0,-2.0,10.476190476190473,1.2108313159074875,1.7428264462809837
49,69,130,4.0,0.0,32.0,,
50,83,635,2.5,-5.0,96.52777777777777,-0.25209046715607475,-1.6996252486191925
51,57,57,0.0,0.0,,,
52,87,963,2.0,-6.0,73.56593406593406,1.3790441536748734,0.4953601371678529
53,139,3584,20.333333333333332,-1.4444444444444444,226.35762483130907,0.8578769714368937,1.2247559495451448
54,141,200,41.0,0.0,3362.0,,
55,136,210,0.0,-62.0,1922.0,,
56,152,226,39.0,0.0,3042.0,,
57,162,162,0.0,0.0,,,
58,157,219,0.0,-95.0,4512.5,,
59,130,199,30.5,0.0,1860.5,,
60,150,150,0.0,0.0,,,
61,129,187,35.5,0.0,2520.5,,
62,199,301,0.0,-97.0,4704.5,,
63,186,186,0.0,0.0,,,
64,124,231,8.5,0.0,144.5,,
65,197,197,0.0,0.0,,,
66,150,266,17.0,0.0,578.0,,
67,179,179,0.0,0.0,,,
68,145,263,0.0,-27.0,364.5,,
69,105,105,0.0,0.0,,,
70,58,58,0.0,0.0,,,
71,83,516,3.4,-10.5,63.23809523809524,-0.46241810932217825,-1.6425492633183367
72,67,67,0.0,0.0,,,
73,58,115,0.5,0.0,0.5,,
74,69,384,2.3333333333333335,-3.6666666666666665,20.0,0.0,-1.6230000000000002
75,57,396,0.0,-0.16666666666666666,0.28571428571428575,-0.3741657386773782,-2.8000000000000123
76,74,135,0.0,-13.0,84.5,,
77,124,413,16.0,-13.0,411.5833333333333,-0.8652391330851065,1.0688588264168466
78,64,182,4.0,-2.0,17.333333333333336,-1.2933427807333906,
79,139,211,33.5,0.0,2244.5,,
80,210,273,73.5,0.0,10804.5,,
81,145,258,16.0,0.0,512.0,,
82,215,215,0.0,0.0,,,
83,178,327,0.0,-29.0,420.5,,
84,234,234,0.0,0.0,,,
85,185,314,28.0,0.0,1568.0,,
86,180,330,0.0,-30.0,450.0,,
87,182,346,9.0,0.0,162.0,,
88,152,256,0.0,-48.0,1152.0,,
89,232,232,0.0,0.0,,,
90,204,334,37.0,0.0,2738.0,,
91,254,254,0.0,0.0,,,
92,183,277,44.5,0.0,3960.5,,
93,233,301,0.0,-165.0,13612.5,,
94,129,324,12.5,-38.0,373.0,0.8920259188746453,
95,113,3416,16.666666666666668,-1.4444444444444444,123.61673414304994,-0.34809540515514803,0.6322761111972941
96,71,263,5.0,-4.5,24.916666666666668,0.10251213329499251,-5.027192089573942
97,76,212,2.5,-11.0,30.333333333333332,-0.2713547618998664,
98,57,113,0.5,0.0,0.5,,
99,97,1678,1.8636363636363635,-11.333333333333334,131.69333333333333,1.5024407684913477,1.1985865526441906
100,74,1507,0.36363636363636365,-13.0,19.169960474308297,0.3823471308858586,-0.40220757876197455
101,61,183,0.0,0.0,0.0,0.0,
102,93,735,8.5,-4.0,70.25,-0.798837144809442,0.7859720983414995
103,127,4083,1.7179487179487178,-6.777777777777778,299.719414893617,0.8346132263316572,-0.23661460557048342
104,61,61,0.0,0.0,,,
