step_number,peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis,mean_temperature,max_temperature,temperature_variance
1,71,259,4.333333333333333,-8.0,30.916666666666668,-0.22250636768939588,-0.8171693027513598,32.0,32,0.0
2,115,2190,2.125,-4.571428571428571,97.17786561264823,-0.03728836340293607,-1.1141986426009254,28.869565217391305,29,0.11857707509881425
3,179,380,37.333333333333336,0.0,3176.3333333333335,-0.5756188473336966,,29.0,29,0.0
4,104,186,11.0,0.0,242.0,,,29.0,29,0.0
5,100,164,0.0,-36.0,648.0,,,29.0,29,0.0
6,121,121,0.0,0.0,,,,29.0,29,
7,167,333,0.5,0.0,0.5,,,29.5,30,0.5
8,100,100,0.0,0.0,,,,30.0,30,
9,166,166,0.0,0.0,,,,30.0,30,
10,86,148,0.0,-24.0,288.0,,,30.0,30,0.0
11,215,291,69.5,0.0,9660.5,,,30.0,30,0.0
12,122,191,0.0,-53.0,1404.5,,,30.0,30,0.0
13,158,306,0.0,-10.0,50.0,,,30.0,30,0.0
14,166,285,23.5,0.0,1104.5,,,30.0,30,0.0
15,135,253,8.5,0.0,144.5,,,30.0,30,0.0
16,149,206,0.0,-92.0,4232.0,,,30.0,30,0.0
17,97,188,3.0,0.0,18.0,,,30.0,30,0.0
18,172,172,0.0,0.0,,,,30.0,30,
19,88,169,0.0,-7.0,24.5,,,30.0,30,0.0
20,110,169,0.0,-51.0,1300.5,,,30.0,30,0.0
21,172,245,49.5,0.0,4900.5,,,30.0,30,0.0
22,123,200,23.0,0.0,1058.0,,,30.0,30,0.0
23,97,178,0.0,-16.0,128.0,,,30.0,30,0.0
24,158,308,43.5,-79.0,2312.3333333333335,1.6782750260119998,,30.0,30,0.0
25,190,495,37.5,0.0,1875.0,-1.7320508075688774,,30.0,30,0.0
26,108,176,0.0,-40.0,800.0,,,31.0,31,0.0
27,94,169,9.5,0.0,180.5,,,31.0,31,0.0
28,103,328,19.5,-22.5,594.0,-0.052220632536686615,-5.6992653810835625,31.0,31,0.0
29,159,2133,40.5,-4.5625,444.97058823529414,0.0484777562099557,0.020306805061637512,31.11111111111111,32,0.1045751633986928
30,64,64,0.0,0.0,,,,31.0,31,
31,116,193,19.5,0.0,760.5,,,32.0,32,0.0
32,95,163,13.5,0.0,364.5,,,32.0,32,0.0
33,139,139,0.0,0.0,,,,32.0,32,
34,71,133,4.5,0.0,40.5,,,32.0,32,0.0
35,142,142,0.0,0.0,,,,32.0,32,
