peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis
-0.5512523231919884,-0.6329481349565287,-0.8417455661987991,0.41086389204974866,-0.4478081296600143,-0.5369773080810186,-0.5137186864262872
