step_number,peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis,mean_temperature,max_temperature,temperature_variance
1,8,8,0.0,0.0,,,,24.0,24,
2,37,37,0.0,0.0,,,,24.0,24,
3,210,245,87.5,0.0,15312.5,,,24.5,25,0.5
4,127,127,0.0,0.0,,,,24.0,24,
5,140,154,63.0,0.0,7938.0,,,24.5,25,0.5
6,68,90,23.0,0.0,1058.0,,,24.5,25,0.5
7,147,147,0.0,0.0,,,,25.0,25,
8,152,161,71.5,0.0,10224.5,,,25.0,25,0.0
9,138,201,37.5,0.0,2812.5,,,25.0,25,0.0
10,124,174,37.0,0.0,2738.0,,,25.5,26,0.5
11,56,70,21.0,0.0,882.0,,,25.0,25,0.0
12,100,159,20.5,0.0,840.5,,,25.5,26,0.5
13,80,149,0.0,-11.0,60.5,,,26.0,26,0.0
14,186,194,89.0,0.0,15842.0,,,25.5,26,0.5
15,61,61,0.0,0.0,,,,26.0,26,
16,187,333,0.0,-41.0,840.5,,,26.0,26,0.0
17,37,53,10.5,0.0,220.5,,,26.0,26,0.0
18,102,102,0.0,0.0,,,,26.0,26,
19,118,124,56.0,0.0,6272.0,,,26.5,27,0.5
20,77,77,0.0,0.0,,,,26.0,26,
21,67,78,0.0,-56.0,1568.0,,,26.0,26,0.0
22,131,144,59.0,0.0,6962.0,,,26.5,27,0.5
23,39,39,0.0,0.0,,,,27.0,27,
24,14,14,0.0,0.0,,,,27.0,27,
25,57,57,0.0,0.0,,,,27.0,27,
26,24,24,0.0,0.0,,,,27.0,27,
