peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis
-0.7582523775734044,-0.8079683866040944,-0.9383069497326435,0.5023299694242247,-0.5114060879408907,-0.6026933892179894,-0.5907474058989526
