peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis
-0.6036617921212181,-1.0335139277315373,-0.4880027313320609,0.4681970859784738,-0.4496854052011181,-0.5838761573387881,-0.5171835117147013
