peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis
-0.641078425861077,-0.4741808001215569,-0.46705581269746105,0.42004269385291787,-0.4561950768172092,0.08182769937291468,-0.2624409265940897
